Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Market,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
AMZ-2021-01585,2021-10-25,2021-11-01,Second Class,CUST-27788,Arjun Kumar,Home Office,United States,Durham,North Carolina,63546,West,US,PROD-BOO-1746,Furniture,Bookcases,Bush Furniture Bookcase,2825.7,7,0,541.09
AMZ-2021-01586,2021-11-09,2021-11-16,First Class,CUST-99455,Divya Davis,Home Office,Mexico,Mexico City,Mexico Region,49408,LATAM,LATAM,PROD-ACC-1912,Technology,Accessories,Dell Monitor Stand,885.57,3,0.2,276.62
AMZ-2022-01587,2022-11-19,2022-11-26,Second Class,CUST-97972,Richard Miller,Corporate,United States,Tucson,Arizona,77803,Central,US,PROD-LAB-1848,Office Supplies,Labels,Maco Labels,129.74,2,0,36.45
AMZ-2022-01588,2022-06-18,2022-06-23,Same Day,CUST-10201,Vikas Anderson,Home Office,Tanzania,Tanzania City,Tanzania Region,88785,Africa,Africa,PROD-CHA-4414,Furniture,Chairs,OFM Essentials Chair,2627.6,8,0.3,407.5
AMZ-2024-01589,2024-04-03,2024-04-07,Second Class,CUST-38263,William Anderson,Home Office,United States,Toledo,Ohio,52932,South,US,PROD-PHO-7921,Technology,Phones,Samsung Galaxy S23,1976.0,9,0.5,322.59
AMZ-2021-01590,2021-04-21,2021-04-22,Same Day,CUST-67638,Priya White,Consumer,Nigeria,Nigeria City,Nigeria Region,98377,Africa,Africa,PROD-ACC-7074,Technology,Accessories,HP Keyboard,3549.21,8,0.05,1069.94
AMZ-2021-01591,2021-09-09,2021-09-12,Same Day,CUST-27813,Richard Davis,Corporate,Saskatchewan,Saskatchewan City,Saskatchewan Region,70422,Canada,Canada,PROD-STO-7774,Furniture,Storage,Iris USA Storage,1276.88,10,0.4,414.28
AMZ-2024-01592,2024-07-24,2024-07-28,Standard Class,CUST-47389,Arjun Thompson,Home Office,Thailand,Thailand City,Thailand Region,59064,APAC,APAC,PROD-FAS-4922,Office Supplies,Fasteners,Bostitch Stapler,516.14,8,0.3,147.7
AMZ-2024-01593,2024-03-22,2024-03-29,Same Day,CUST-46882,James Wilson,Consumer,Poland,Poland City,Poland Region,61025,EU,EU,PROD-STO-8787,Furniture,Storage,Bankers Box,2335.71,6,0,332.69
AMZ-2021-01594,2021-12-19,2021-12-21,First Class,CUST-17785,Lisa Robinson,Consumer,Japan,Japan City,Japan Region,19965,APAC,APAC,PROD-STO-4407,Furniture,Storage,Iris USA Storage,1483.21,5,0,428.49
AMZ-2022-01595,2022-03-26,2022-03-29,Second Class,CUST-55010,Linda Thompson,Corporate,Bahrain,Bahrain City,Bahrain Region,29662,EMEA,EMEA,PROD-TAB-5315,Technology,Tablets,Microsoft Surface Pro,1762.9,3,0.05,545.57
AMZ-2022-01596,2022-04-22,2022-04-26,Same Day,CUST-17855,Sneha Davis,Corporate,United States,Los Angeles,California,44108,South,US,PROD-LAP-2149,Technology,Laptops,Dell XPS 15,3813.48,7,0,280.67
AMZ-2024-01597,2024-09-03,2024-09-06,Same Day,CUST-62663,Jessica Williams,Corporate,United States,Fort Worth,Texas,23343,Central,US,PROD-LAB-5533,Office Supplies,Labels,Maco Labels,63.21,2,0.4,15.35
AMZ-2022-01598,2022-11-12,2022-11-16,First Class,CUST-62415,Priya Sharma,Corporate,Saudi Arabia,Saudi Arabia City,Saudi Arabia Region,46787,EMEA,EMEA,PROD-STO-7743,Office Supplies,Storage,Bankers Box,334.55,6,0,53.75
AMZ-2023-01599,2023-05-14,2023-05-19,First Class,CUST-40496,Amit Davis,Consumer,China,China City,China Region,79042,APAC,APAC,PROD-BIN-3688,Office Supplies,Binders,Staples Better Binder,126.01,7,0.1,38.63
AMZ-2021-01600,2021-07-23,2021-07-30,First Class,CUST-18793,William Johnson,Corporate,Colombia,Colombia City,Colombia Region,91676,LATAM,LATAM,PROD-SUP-3548,Office Supplies,Supplies,Scotch Tape,340.85,7,0,48.57
AMZ-2022-01601,2022-07-12,2022-07-19,First Class,CUST-75580,David Garcia,Corporate,Spain,Spain City,Spain Region,82320,EU,EU,PROD-BIN-8434,Office Supplies,Binders,Staples Better Binder,72.26,1,0.05,10.71
AMZ-2021-01602,2021-07-31,2021-08-01,Second Class,CUST-80421,Meena Singh,Home Office,United States,Spokane,Washington,76132,South,US,PROD-LAB-2344,Office Supplies,Labels,ULINE Labels,261.95,8,0.3,36.87
AMZ-2020-01603,2020-07-03,2020-07-05,First Class,CUST-56575,Thomas Thomas,Consumer,Japan,Japan City,Japan Region,76254,APAC,APAC,PROD-LAB-3315,Office Supplies,Labels,Avery Labels,186.88,6,0.4,55.02
AMZ-2021-01604,2021-03-06,2021-03-11,Standard Class,CUST-82139,Lisa Taylor,Corporate,Senegal,Senegal City,Senegal Region,57799,Africa,Africa,PROD-ART-9011,Office Supplies,Art,Crayola Markers,63.53,10,0.4,8.96
AMZ-2020-01605,2020-12-15,2020-12-20,Standard Class,CUST-55241,Vikas Lewis,Consumer,Peru,Peru City,Peru Region,57317,LATAM,LATAM,PROD-BIN-8548,Office Supplies,Binders,Wilson Jones,744.55,10,0.05,106.71
AMZ-2023-01606,2023-01-26,2023-02-01,First Class,CUST-60486,Michael Wilson,Consumer,Ontario,Ontario City,Ontario Region,17272,Canada,Canada,PROD-LAP-5230,Technology,Laptops,Dell XPS 15,1929.83,3,0,495.47
AMZ-2023-01607,2023-03-22,2023-03-26,Second Class,CUST-77503,David Jones,Corporate,Israel,Israel City,Israel Region,16818,EMEA,EMEA,PROD-BIN-2037,Office Supplies,Binders,Cardinal Premier,396.38,5,0.2,30.3
AMZ-2020-01608,2020-06-20,2020-06-23,Standard Class,CUST-39288,Mary Miller,Consumer,Kuwait,Kuwait City,Kuwait Region,57506,EMEA,EMEA,PROD-PHO-6254,Technology,Phones,Apple iPhone 14,6573.04,9,0,1653.22
AMZ-2020-01609,2020-04-07,2020-04-12,First Class,CUST-51912,Joseph White,Home Office,Jordan,Jordan City,Jordan Region,57259,EMEA,EMEA,PROD-APP-6125,Office Supplies,Appliances,Cuisinart Coffee,311.64,5,0.15,107.95
AMZ-2020-01610,2020-09-02,2020-09-09,Standard Class,CUST-90461,Divya Joshi,Home Office,Kenya,Kenya City,Kenya Region,88333,Africa,Africa,PROD-BIN-7661,Office Supplies,Binders,Cardinal Premier,58.21,2,0.5,18.93
AMZ-2020-01611,2020-02-16,2020-02-20,Second Class,CUST-30976,Priya Wilson,Consumer,United States,Richmond,Virginia,90721,East,US,PROD-PHO-3169,Technology,Phones,Motorola Edge,4050.82,7,0.4,1326.71
AMZ-2023-01612,2023-11-08,2023-11-09,Standard Class,CUST-91039,Charles Gupta,Corporate,Lebanon,Lebanon City,Lebanon Region,56640,EMEA,EMEA,PROD-SUP-7242,Office Supplies,Supplies,Scotch Tape,83.31,5,0.3,18.49
AMZ-2024-01613,2024-03-07,2024-03-08,First Class,CUST-27389,Karen Sharma,Corporate,United States,Edison,New Jersey,40198,West,US,PROD-ENV-3121,Office Supplies,Envelopes,Amazon Envelopes,13.17,1,0.3,4.27
AMZ-2023-01614,2023-02-18,2023-02-21,Standard Class,CUST-26003,Robert Lewis,Corporate,Uganda,Uganda City,Uganda Region,26884,Africa,Africa,PROD-TAB-8587,Furniture,Tables,Lorell Rectangular Table,155.9,1,0.15,39.45
AMZ-2023-01615,2023-12-17,2023-12-19,Same Day,CUST-82406,James Garcia,Consumer,Bahrain,Bahrain City,Bahrain Region,62354,EMEA,EMEA,PROD-COP-5719,Technology,Copiers,Canon ImageRunner,1176.73,5,0.3,151.85
AMZ-2023-01616,2023-11-19,2023-11-24,First Class,CUST-86601,Thomas Taylor,Corporate,China,China City,China Region,85965,APAC,APAC,PROD-MAC-9235,Technology,Machines,HP LaserJet Printer,692.6,2,0.2,103.04
AMZ-2022-01617,2022-06-02,2022-06-09,Standard Class,CUST-76905,Joseph Singh,Corporate,Spain,Spain City,Spain Region,77478,EU,EU,PROD-STO-9333,Office Supplies,Storage,Bankers Box,609.81,10,0.5,182.26
AMZ-2021-01618,2021-02-25,2021-03-01,First Class,CUST-21558,Patricia Verma,Home Office,Saudi Arabia,Saudi Arabia City,Saudi Arabia Region,64616,EMEA,EMEA,PROD-ART-1377,Office Supplies,Art,Sharpie Set,15.93,5,0.3,4.77
AMZ-2023-01619,2023-09-24,2023-10-01,First Class,CUST-12185,Michael Taylor,Consumer,Mexico,Mexico City,Mexico Region,85683,LATAM,LATAM,PROD-PAP-9338,Office Supplies,Paper,Hammermill Paper,517.21,9,0.5,149.62
AMZ-2024-01620,2024-02-03,2024-02-05,First Class,CUST-44028,Joseph Verma,Home Office,Kenya,Kenya City,Kenya Region,84650,Africa,Africa,PROD-BOO-2999,Furniture,Bookcases,IKEA Billy Bookcase,3414.61,8,0,745.2
AMZ-2024-01621,2024-12-12,2024-12-13,Same Day,CUST-38975,Robert Patel,Home Office,Jordan,Jordan City,Jordan Region,72158,EMEA,EMEA,PROD-TAB-6429,Technology,Tablets,iPad Pro 12.9,2780.56,9,0.4,476.04
AMZ-2024-01622,2024-09-05,2024-09-12,Standard Class,CUST-96970,Priya Young,Home Office,Malaysia,Malaysia City,Malaysia Region,96616,APAC,APAC,PROD-LAP-7022,Technology,Laptops,MacBook Pro 14,511.96,3,0.4,163.99
AMZ-2022-01623,2022-12-15,2022-12-17,Standard Class,CUST-77402,David White,Home Office,Spain,Spain City,Spain Region,58957,EU,EU,PROD-PHO-9355,Technology,Phones,OnePlus 11,4774.51,8,0.2,1154.2
AMZ-2023-01624,2023-06-04,2023-06-08,First Class,CUST-85305,David Mehta,Home Office,Singapore,Singapore City,Singapore Region,82307,APAC,APAC,PROD-COP-5599,Technology,Copiers,Konica Minolta,1814.02,4,0,600.96
AMZ-2021-01625,2021-12-06,2021-12-12,Second Class,CUST-45984,Karen Kumar,Corporate,Saskatchewan,Saskatchewan City,Saskatchewan Region,88603,Canada,Canada,PROD-ART-9004,Office Supplies,Art,Post-it Notes,247.69,5,0.4,41.05
AMZ-2022-01626,2022-05-27,2022-05-31,Same Day,CUST-65627,William Taylor,Consumer,Japan,Japan City,Japan Region,95447,APAC,APAC,PROD-LAP-9077,Technology,Laptops,Asus ZenBook,521.55,2,0.15,147.91
AMZ-2021-01627,2021-09-28,2021-09-29,Standard Class,CUST-16530,Charles Miller,Corporate,Tanzania,Tanzania City,Tanzania Region,67750,Africa,Africa,PROD-SUP-1130,Office Supplies,Supplies,Scotch Tape,14.78,2,0.2,4.22
AMZ-2020-01628,2020-06-24,2020-07-01,Same Day,CUST-28950,Robert Thompson,Corporate,Kuwait,Kuwait City,Kuwait Region,85445,EMEA,EMEA,PROD-TAB-5600,Furniture,Tables,Sauder L-Desk,3582.85,10,0,694.64
AMZ-2023-01629,2023-02-07,2023-02-08,Second Class,CUST-14402,William Smith,Consumer,Senegal,Senegal City,Senegal Region,43297,Africa,Africa,PROD-CHA-9292,Furniture,Chairs,Herman Miller Aeron,901.8,6,0.05,163.76
AMZ-2022-01630,2022-02-06,2022-02-13,Same Day,CUST-52768,William Wilson,Corporate,Tanzania,Tanzania City,Tanzania Region,62460,Africa,Africa,PROD-STO-6667,Office Supplies,Storage,Sterilite Storage,373.25,7,0,87.53
AMZ-2022-01631,2022-09-19,2022-09-26,Standard Class,CUST-16301,Rahul Taylor,Home Office,Malaysia,Malaysia City,Malaysia Region,92967,APAC,APAC,PROD-ART-3228,Office Supplies,Art,Expo Dry Erase,285.97,5,0.5,63.49
AMZ-2023-01632,2023-05-12,2023-05-18,Standard Class,CUST-57766,Sneha Johnson,Consumer,Austria,Austria City,Austria Region,55747,EU,EU,PROD-STO-9213,Furniture,Storage,Iris USA Storage,2308.64,6,0.05,501.26
AMZ-2023-01633,2023-10-11,2023-10-15,Same Day,CUST-60630,Jennifer White,Corporate,Peru,Peru City,Peru Region,51946,LATAM,LATAM,PROD-ART-3600,Office Supplies,Art,Crayola Markers,317.64,9,0.1,43.38
AMZ-2020-01634,2020-01-06,2020-01-10,First Class,CUST-89580,Thomas Williams,Corporate,Morocco,Morocco City,Morocco Region,12932,Africa,Africa,PROD-BOO-2639,Furniture,Bookcases,IKEA Billy Bookcase,870.84,5,0.1,68.62
AMZ-2023-01635,2023-05-22,2023-05-29,Same Day,CUST-91253,Karen Garcia,Home Office,Belgium,Belgium City,Belgium Region,37001,EU,EU,PROD-BIN-5515,Office Supplies,Binders,Wilson Jones,213.48,6,0.5,41.15
AMZ-2022-01636,2022-06-30,2022-07-04,Same Day,CUST-57401,David Anderson,Home Office,Malaysia,Malaysia City,Malaysia Region,51843,APAC,APAC,PROD-PAP-1307,Office Supplies,Paper,Boise Cascade,311.32,5,0.05,107.47
AMZ-2023-01637,2023-01-04,2023-01-08,Second Class,CUST-28463,Sneha Smith,Home Office,Lebanon,Lebanon City,Lebanon Region,23349,EMEA,EMEA,PROD-STO-3862,Furniture,Storage,Bankers Box,2043.62,8,0.2,682.53
AMZ-2021-01638,2021-09-03,2021-09-10,Second Class,CUST-24390,Patricia Taylor,Home Office,United States,Jersey City,New Jersey,57178,South,US,PROD-CHA-1782,Furniture,Chairs,Herman Miller Aeron,819.05,5,0.5,277.07
AMZ-2023-01639,2023-09-20,2023-09-21,First Class,CUST-57878,Joseph Thompson,Corporate,Manitoba,Manitoba City,Manitoba Region,80327,Canada,Canada,PROD-TAB-6773,Furniture,Tables,Sauder L-Desk,552.89,8,0.1,43.44
AMZ-2024-01640,2024-11-28,2024-12-04,First Class,CUST-28948,Karen Thomas,Corporate,Thailand,Thailand City,Thailand Region,38048,APAC,APAC,PROD-ENV-4895,Office Supplies,Envelopes,Quality Park,643.89,10,0.15,126.07
AMZ-2024-01641,2024-09-01,2024-09-05,Second Class,CUST-30366,Pooja Joshi,Home Office,Indonesia,Indonesia City,Indonesia Region,22808,APAC,APAC,PROD-SUP-1725,Office Supplies,Supplies,Elmer's Glue,208.83,4,0.2,20.94
AMZ-2024-01642,2024-02-27,2024-03-04,Same Day,CUST-23338,William Jackson,Home Office,Qatar,Qatar City,Qatar Region,68201,EMEA,EMEA,PROD-MAC-8618,Technology,Machines,HP LaserJet Printer,3769.33,5,0.3,945.47
AMZ-2024-01643,2024-01-15,2024-01-22,Standard Class,CUST-84960,David Johnson,Home Office,Alberta,Alberta City,Alberta Region,48121,Canada,Canada,PROD-LAP-6232,Technology,Laptops,Lenovo ThinkPad X1,4556.91,7,0,395.53
AMZ-2021-01644,2021-01-26,2021-01-31,First Class,CUST-90710,Priya Smith,Home Office,Nova Scotia,Nova Scotia City,Nova Scotia Region,23208,Canada,Canada,PROD-PHO-6700,Technology,Phones,OnePlus 11,685.63,1,0.2,128.9
AMZ-2023-01645,2023-03-22,2023-03-23,Second Class,CUST-51132,Priya Brown,Corporate,Guatemala,Guatemala City,Guatemala Region,66685,LATAM,LATAM,PROD-ART-6121,Office Supplies,Art,Post-it Notes,303.19,6,0.5,88.88
AMZ-2023-01646,2023-09-23,2023-09-28,Standard Class,CUST-35944,Pooja White,Corporate,PEI,PEI City,PEI Region,65603,Canada,Canada,PROD-STO-6782,Furniture,Storage,Iris USA Storage,875.4,6,0.4,199.86
AMZ-2022-01647,2022-09-28,2022-09-29,Same Day,CUST-21190,Michael Davis,Corporate,Argentina,Argentina City,Argentina Region,27411,LATAM,LATAM,PROD-APP-5425,Office Supplies,Appliances,Hamilton Beach Toaster,105.61,2,0.1,11.29
AMZ-2024-01648,2024-10-21,2024-10-24,Standard Class,CUST-63108,Divya Patel,Consumer,Poland,Poland City,Poland Region,93263,EU,EU,PROD-FUR-8081,Furniture,Furnishings,Rolodex Mesh,1935.21,7,0.3,543.0
AMZ-2023-01649,2023-11-23,2023-11-26,Second Class,CUST-98282,Sneha Davis,Corporate,South Africa,South Africa City,South Africa Region,35692,Africa,Africa,PROD-PAP-8475,Office Supplies,Paper,HP Printer Paper,92.67,3,0.2,27.55
AMZ-2024-01650,2024-10-06,2024-10-09,Second Class,CUST-18953,Robert Joshi,Home Office,Sweden,Sweden City,Sweden Region,41101,EU,EU,PROD-STO-5332,Office Supplies,Storage,Bankers Box,398.59,10,0,30.51
AMZ-2023-01651,2023-10-08,2023-10-10,First Class,CUST-59494,John Nair,Consumer,Italy,Italy City,Italy Region,19903,EU,EU,PROD-TAB-3606,Furniture,Tables,Bush Furniture Table,991.75,3,0.15,290.59
AMZ-2022-01652,2022-03-18,2022-03-25,First Class,CUST-38150,Jennifer Thomas,Home Office,Saskatchewan,Saskatchewan City,Saskatchewan Region,69179,Canada,Canada,PROD-BOO-7099,Furniture,Bookcases,Ameriwood Bookcase,233.47,2,0.4,18.51
AMZ-2020-01653,2020-06-23,2020-06-25,Standard Class,CUST-17594,Michael Young,Home Office,Ecuador,Ecuador City,Ecuador Region,34586,LATAM,LATAM,PROD-PAP-3365,Office Supplies,Paper,Georgia Pacific,388.46,8,0.2,79.21
AMZ-2023-01654,2023-01-04,2023-01-11,Same Day,CUST-13657,John Wilson,Home Office,Thailand,Thailand City,Thailand Region,20521,APAC,APAC,PROD-STO-3716,Furniture,Storage,Iris USA Storage,111.95,1,0,9.33
AMZ-2020-01655,2020-12-12,2020-12-17,Second Class,CUST-61759,Meena Anderson,Corporate,Sweden,Sweden City,Sweden Region,11496,EU,EU,PROD-PHO-8891,Technology,Phones,Motorola Edge,4836.76,7,0.3,873.75
AMZ-2024-01656,2024-05-07,2024-05-11,Same Day,CUST-95748,Sarah Kumar,Consumer,Argentina,Argentina City,Argentina Region,89128,LATAM,LATAM,PROD-CHA-7898,Furniture,Chairs,Flash Furniture Chair,319.94,3,0,43.06
AMZ-2023-01657,2023-02-22,2023-02-23,Same Day,CUST-15861,Linda Joshi,Home Office,Qatar,Qatar City,Qatar Region,23497,EMEA,EMEA,PROD-SUP-4643,Office Supplies,Supplies,BIC Pens Pack,393.79,7,0.1,92.31
AMZ-2021-01658,2021-09-03,2021-09-04,Same Day,CUST-89852,Priya Smith,Corporate,Morocco,Morocco City,Morocco Region,20920,Africa,Africa,PROD-CHA-4779,Furniture,Chairs,HON Ignition Chair,100.1,1,0.5,26.61
AMZ-2023-01659,2023-08-14,2023-08-15,Second Class,CUST-99479,Mary Brown,Home Office,Netherlands,Netherlands City,Netherlands Region,27129,EU,EU,PROD-CHA-8383,Furniture,Chairs,OFM Essentials Chair,756.52,2,0.05,127.95
AMZ-2023-01660,2023-04-01,2023-04-05,Standard Class,CUST-42322,John Lewis,Consumer,Brazil,Brazil City,Brazil Region,70603,LATAM,LATAM,PROD-TAB-6441,Furniture,Tables,IKEA Bekant Desk,1168.85,6,0,199.24
AMZ-2020-01661,2020-10-14,2020-10-16,Second Class,CUST-28555,Divya Mehta,Home Office,United States,Scottsdale,Arizona,13287,South,US,PROD-BOO-1171,Furniture,Bookcases,Whalen Bookcase,1121.04,4,0.4,334.37
AMZ-2023-01662,2023-10-29,2023-11-05,Second Class,CUST-52765,Divya Williams,Corporate,Nigeria,Nigeria City,Nigeria Region,10558,Africa,Africa,PROD-BOO-4920,Furniture,Bookcases,Ameriwood Bookcase,1519.74,4,0.15,131.66
AMZ-2024-01663,2024-02-13,2024-02-14,Second Class,CUST-21374,Charles Taylor,Corporate,China,China City,China Region,21590,APAC,APAC,PROD-LAP-4103,Technology,Laptops,MacBook Pro 14,3639.6,10,0.5,195.01
AMZ-2021-01664,2021-11-25,2021-12-02,Second Class,CUST-73692,Amit Smith,Consumer,PEI,PEI City,PEI Region,69479,Canada,Canada,PROD-COP-2334,Technology,Copiers,Sharp MX-3071,64.8,1,0.5,9.14
AMZ-2021-01665,2021-06-03,2021-06-09,Same Day,CUST-40390,Vikas Sharma,Home Office,Brazil,Brazil City,Brazil Region,53248,LATAM,LATAM,PROD-COP-9861,Technology,Copiers,Konica Minolta,2913.04,7,0.4,371.88
AMZ-2024-01666,2024-04-13,2024-04-20,Second Class,CUST-60826,William Davis,Corporate,Ecuador,Ecuador City,Ecuador Region,70920,LATAM,LATAM,PROD-SUP-1153,Office Supplies,Supplies,3M Tape,641.04,10,0.3,162.12
AMZ-2024-01667,2024-09-21,2024-09-22,First Class,CUST-44628,Charles Verma,Corporate,Lebanon,Lebanon City,Lebanon Region,40976,EMEA,EMEA,PROD-ACC-3900,Technology,Accessories,HP Keyboard,5171.76,8,0.1,1801.65
AMZ-2020-01668,2020-08-26,2020-09-02,First Class,CUST-25344,Karen Williams,Corporate,United States,Lansing,Michigan,46818,East,US,PROD-FAS-4558,Office Supplies,Fasteners,Stanley Bostitch,192.82,3,0.3,12.62
AMZ-2024-01669,2024-08-01,2024-08-06,Second Class,CUST-16714,Sarah Robinson,Corporate,Qatar,Qatar City,Qatar Region,72563,EMEA,EMEA,PROD-CHA-2761,Furniture,Chairs,Herman Miller Aeron,2134.71,6,0.2,325.39
AMZ-2022-01670,2022-11-14,2022-11-19,First Class,CUST-48802,Thomas Taylor,Corporate,New Brunswick,New Brunswick City,New Brunswick Region,29883,Canada,Canada,PROD-COP-4442,Technology,Copiers,Toshiba e-Studio,8422.3,10,0,1959.5
AMZ-2023-01671,2023-11-04,2023-11-08,Same Day,CUST-95190,Amit Shah,Corporate,Ethiopia,Ethiopia City,Ethiopia Region,64638,Africa,Africa,PROD-COP-3981,Technology,Copiers,Sharp MX-3071,883.29,9,0.3,53.11
AMZ-2024-01672,2024-12-13,2024-12-17,Standard Class,CUST-84645,Charles Joshi,Corporate,Ecuador,Ecuador City,Ecuador Region,88137,LATAM,LATAM,PROD-STO-4360,Furniture,Storage,Sterilite Storage,311.4,3,0.3,22.09
AMZ-2020-01673,2020-04-22,2020-04-26,Second Class,CUST-32595,Jennifer Patel,Consumer,Alberta,Alberta City,Alberta Region,56870,Canada,Canada,PROD-ACC-7872,Technology,Accessories,Webcam HD,1131.45,3,0.1,125.04
AMZ-2021-01674,2021-01-29,2021-02-04,First Class,CUST-43060,William Jackson,Consumer,Alberta,Alberta City,Alberta Region,16800,Canada,Canada,PROD-ACC-4764,Technology,Accessories,Webcam HD,3742.9,7,0.5,1293.07
AMZ-2023-01675,2023-12-20,2023-12-22,Same Day,CUST-54698,Joseph Young,Corporate,Saudi Arabia,Saudi Arabia City,Saudi Arabia Region,62275,EMEA,EMEA,PROD-ENV-4124,Office Supplies,Envelopes,Quality Park,70.15,3,0.4,10.74
AMZ-2024-01676,2024-01-05,2024-01-12,First Class,CUST-79692,Sarah Gupta,Corporate,United States,Rochester,New York,44721,Central,US,PROD-APP-5706,Office Supplies,Appliances,Cuisinart Coffee,474.39,9,0,60.14
AMZ-2021-01677,2021-12-17,2021-12-20,Same Day,CUST-49673,Robert Thomas,Corporate,Austria,Austria City,Austria Region,10846,EU,EU,PROD-TAB-7720,Furniture,Tables,Realspace Magellan,1280.8,7,0.4,267.7
AMZ-2023-01678,2023-01-19,2023-01-23,Second Class,CUST-72984,Mary Joshi,Consumer,United States,Seattle,Washington,39974,West,US,PROD-PHO-2231,Technology,Phones,Samsung Galaxy S23,3623.09,7,0.2,1183.85
AMZ-2023-01679,2023-01-10,2023-01-17,Second Class,CUST-36605,Arjun Verma,Home Office,Bolivia,Bolivia City,Bolivia Region,78745,LATAM,LATAM,PROD-TAB-9143,Furniture,Tables,Lorell Rectangular Table,3350.83,10,0.15,968.93
AMZ-2023-01680,2023-03-26,2023-04-02,Standard Class,CUST-40730,Michael Gupta,Consumer,United States,Clarksville,Tennessee,61419,Central,US,PROD-CHA-1136,Furniture,Chairs,Flash Furniture Chair,221.88,1,0.15,16.32
AMZ-2021-01681,2021-01-01,2021-01-06,First Class,CUST-29285,Priya Garcia,Home Office,Chile,Chile City,Chile Region,54364,LATAM,LATAM,PROD-BIN-1347,Office Supplies,Binders,Cardinal Premier,74.27,8,0.15,10.34
AMZ-2020-01682,2020-05-16,2020-05-20,Same Day,CUST-45266,Richard White,Consumer,Indonesia,Indonesia City,Indonesia Region,75311,APAC,APAC,PROD-ART-1910,Office Supplies,Art,Crayola Markers,123.13,2,0.15,12.48
AMZ-2021-01683,2021-06-01,2021-06-04,First Class,CUST-80065,Meena Gupta,Corporate,Germany,Germany City,Germany Region,40121,EU,EU,PROD-SUP-8885,Office Supplies,Supplies,3M Tape,326.33,4,0.05,17.63
AMZ-2022-01684,2022-11-05,2022-11-09,Same Day,CUST-65868,Mary Verma,Consumer,Spain,Spain City,Spain Region,82796,EU,EU,PROD-COP-1171,Technology,Copiers,Toshiba e-Studio,2272.1,3,0.05,205.34
AMZ-2020-01685,2020-06-03,2020-06-06,Second Class,CUST-10913,Patricia Thomas,Consumer,Bahrain,Bahrain City,Bahrain Region,54858,EMEA,EMEA,PROD-BIN-8541,Office Supplies,Binders,Mead Zipper Binder,365.08,8,0,21.29
AMZ-2021-01686,2021-12-18,2021-12-19,Second Class,CUST-26558,Linda Davis,Home Office,Kenya,Kenya City,Kenya Region,16058,Africa,Africa,PROD-LAP-6780,Technology,Laptops,MacBook Pro 14,687.33,5,0.5,167.87
AMZ-2024-01687,2024-03-24,2024-03-28,Standard Class,CUST-80192,Rahul Nair,Corporate,Ethiopia,Ethiopia City,Ethiopia Region,76259,Africa,Africa,PROD-LAP-6630,Technology,Laptops,Dell XPS 15,2455.01,4,0.5,598.48
AMZ-2021-01688,2021-08-01,2021-08-06,First Class,CUST-50602,Meena Garcia,Corporate,Germany,Germany City,Germany Region,71164,EU,EU,PROD-STO-2813,Furniture,Storage,Rubbermaid Tote,1566.35,7,0,259.45
AMZ-2023-01689,2023-05-16,2023-05-17,First Class,CUST-95607,Charles Verma,Corporate,Senegal,Senegal City,Senegal Region,41160,Africa,Africa,PROD-BIN-5921,Office Supplies,Binders,Cardinal Premier,490.27,7,0.3,95.12
AMZ-2021-01690,2021-08-31,2021-09-02,First Class,CUST-78012,Sarah Garcia,Home Office,Qatar,Qatar City,Qatar Region,35893,EMEA,EMEA,PROD-ENV-8576,Office Supplies,Envelopes,Staples Envelopes,237.23,6,0.2,65.43
AMZ-2021-01691,2021-04-01,2021-04-06,Standard Class,CUST-79984,Rahul Smith,Home Office,Ontario,Ontario City,Ontario Region,30537,Canada,Canada,PROD-PAP-5427,Office Supplies,Paper,Hammermill Paper,370.49,7,0,88.15
AMZ-2023-01692,2023-03-08,2023-03-11,Second Class,CUST-26704,Barbara Joshi,Consumer,United States,Milwaukee,Wisconsin,64912,Central,US,PROD-TAB-7802,Furniture,Tables,Realspace Magellan,953.64,3,0,152.38
AMZ-2020-01693,2020-03-08,2020-03-10,Second Class,CUST-92513,Mary Nair,Consumer,Bolivia,Bolivia City,Bolivia Region,40268,LATAM,LATAM,PROD-LAP-5397,Technology,Laptops,Dell XPS 15,1058.56,2,0.3,111.47
AMZ-2022-01694,2022-03-22,2022-03-25,First Class,CUST-78380,William Jones,Home Office,United States,Athens,Georgia,53025,South,US,PROD-PAP-2077,Office Supplies,Paper,HP Printer Paper,267.87,9,0.1,49.43
AMZ-2020-01695,2020-12-01,2020-12-03,Standard Class,CUST-99704,Jessica Nair,Home Office,Senegal,Senegal City,Senegal Region,93541,Africa,Africa,PROD-TAB-7836,Technology,Tablets,Microsoft Surface Pro,2683.86,6,0.05,829.08
AMZ-2024-01696,2024-06-05,2024-06-07,Standard Class,CUST-62780,David Smith,Consumer,Sweden,Sweden City,Sweden Region,31433,EU,EU,PROD-FAS-4871,Office Supplies,Fasteners,Stanley Bostitch,513.44,10,0,133.98
AMZ-2022-01697,2022-06-04,2022-06-07,First Class,CUST-29090,Joseph Thompson,Corporate,New Brunswick,New Brunswick City,New Brunswick Region,63291,Canada,Canada,PROD-TAB-5933,Technology,Tablets,Microsoft Surface Pro,1331.56,5,0,351.96
